일시,평균기온(℃),최고기온(℃),"	최고기온시각",최저기온(℃),최저기온시각일교차,
2021-10-16,14.7,19.3,0:01,10.2,23:55,9.1
2021-10-17,10.2,16.7,14:24,5.5,5:48,11.2
2021-10-18,13.6,19.6,13:58,7.1,4:47,12.5
2021-10-19,14.4,20.1,15:24,11.3,7:05,8.8
2021-10-20,13.7,19.5,13:00,9,5:48,10.5
2021-10-21,12.6,14.7,13:50,11.4,23:33,3.3
2021-10-22,13.2,18.4,14:36,9.8,5:31,8.6
2021-10-23,15.1,21,13:15,10.4,5:24,10.6
2021-10-24,15.8,20.7,13:47,11.4,3:47,9.3
2021-10-25,16.7,22.8,13:34,12.3,6:03,10.5
2021-10-26,15.9,21.4,15:04,12.2,4:06,9.2
2021-10-27,17.1,22.3,14:51,13,5:53,9.3
2021-10-28,16.9,23.3,12:16,11.7,3:43,11.6
2021-10-29,15.9,20.2,12:38,13.8,6:18,6.4
2021-10-30,16.6,20.6,14:57,13.8,5:10,6.8
2021-10-31,17,23,13:55,12.8,6:53,10.2
2021-11-01,17,22.3,13:56,13.8,6:34,8.5
2021-11-02,14.9,20.6,13:46,10.8,6:47,9.8
2021-11-03,15,20.6,13:42,10.8,6:30,9.8
2021-11-04,15.1,21.5,13:55,11.5,6:52,10
2021-11-05,16.5,21.8,12:05,11.8,6:17,10
2021-11-06,16.7,21.5,13:50,14,5:09,7.5
2021-11-07,18.2,22.1,12:40,14.9,6:14,7.2
2021-11-08,14.1,20.8,8:40,8.2,23:58,12.6
2021-11-09,10.1,14.1,12:54,7.3,6:58,6.8
2021-11-10,10.2,14.2,12:53,7.7,6:59,6.5
2021-11-11,10.3,14.4,13:14,8,23:29,6.4
2021-11-12,8.8,12,12:00,6.4,6:39,5.6
2021-11-13,10.1,15.3,14:18,4.3,6:12,11
2021-11-14,12.9,17.6,13:25,8.6,6:21,9
2021-11-15,13.3,19.4,14:00,10.2,6:52,9.2
2021-11-16,13.1,17.3,12:19,10.1,0:52,7.2
2021-11-17,12.5,17.8,12:59,8.2,6:32,9.6
2021-11-18,13.2,18.2,11:45,9.1,5:57,9.1
2021-11-19,14.5,20.7,13:55,9.5,6:54,11.2
2021-11-20,14.8,20.9,12:58,10.6,6:20,10.3
2021-11-21,15.2,20.1,13:03,11.7,4:51,8.4
2021-11-22,9.9,15.6,0:01,4.3,23:43,11.3
2021-11-23,6.2,10.3,13:40,3.6,1:12,6.7
2021-11-24,9.3,13.5,14:13,5.5,0:09,8
2021-11-25,11.7,16.7,14:39,8.4,6:54,8.3
2021-11-26,8.9,13.6,15:20,5.3,6:43,8.3
2021-11-27,8.4,13.8,13:06,4.9,7:30,8.9
2021-11-28,10.3,16.4,13:18,5.3,5:47,11.1
2021-11-29,11.6,16,14:08,7.3,5:13,8.7
2021-11-30,10.9,13.9,9:02,6,23:55,7.9
2021-12-01,3.9,7.3,13:19,0.2,22:56,7.1
2021-12-02,3.8,9.1,16:12,-1,4:54,10.1
2021-12-03,7.4,12.6,13:59,3.3,23:43,9.3
2021-12-04,5.6,10.7,14:36,1.6,6:04,9.1
2021-12-05,8.3,14.4,13:02,2.6,6:34,11.8
2021-12-06,10.8,16.9,14:18,6.6,6:23,10.3
2021-12-07,11.4,17.3,13:43,7.7,7:26,9.6
2021-12-08,10.2,15,14:00,7.4,7:32,7.6
2021-12-09,11.9,16.9,14:18,8.7,0:09,8.2
2021-12-10,12.6,17.8,12:36,8.6,7:21,9.2
2021-12-11,11.8,16.4,12:38,8.8,5:00,7.6
2021-12-12,8.6,12.5,14:35,2.6,24:00:00,9.9
2021-12-13,2.3,7.7,15:22,-1.5,7:23,9.2
2021-12-14,4.4,9.6,14:50,-0.5,4:57,10.1
2021-12-15,9.4,14,13:24,5,7:16,9
2021-12-16,8.8,10.5,5:12,7.1,23:55,3.4
2021-12-17,2.7,7.6,5:26,-4.2,23:53,11.8
2021-12-18,-1.4,3.1,16:22,-6.5,6:08,9.6
2021-12-19,4,8.3,13:59,1.1,0:47,7.2
2021-12-20,7.9,11.9,13:47,1.8,0:42,10.1
2021-12-21,10.2,14.3,15:32,7.4,2:55,6.9
2021-12-22,9.4,14.7,13:08,5.6,7:37,9.1
2021-12-23,8.7,13.3,14:09,5.2,7:06,8.1
2021-12-24,7.7,13,10:53,4.8,5:12,8.2
2021-12-25,-1.6,5.4,0:01,-6.5,23:49,11.9
2021-12-26,-5.2,-0.6,16:26,-8.6,7:32,8
2021-12-27,-1.8,3.3,15:33,-6.9,5:50,10.2
2021-12-28,3.9,8.4,15:02,-0.7,3:02,9.1
2021-12-29,6.2,10.9,13:40,2.2,2:45,8.7
2021-12-30,2.8,6.6,15:25,0.3,23:48,6.3
2021-12-31,-0.1,4.4,14:35,-3,6:26,7.4
2022-01-01,1.9,7.4,13:32,-3.9,6:45,11.3
2022-01-02,4.8,11.1,14:02,0.7,7:25,10.4
2022-01-03,4.1,9.9,14:45,0.7,5:37,9.2
2022-01-04,4.5,9.5,15:23,0.4,2:37,9.1
2022-01-05,5.4,9.7,13:02,1.5,4:37,8.2
2022-01-06,6.1,11.3,13:56,3,23:25,8.3
2022-01-07,5.8,10.6,13:15,0.8,7:15,9.8
2022-01-08,5.7,11.8,16:27,2.5,7:48,9.3
2022-01-09,5.9,10,11:24,3.1,2:05,6.9
2022-01-10,7.4,12.4,12:57,3.4,6:58,9
2022-01-11,1.5,6.7,0:04,-3.3,23:21,10
2022-01-12,-1.3,3.5,16:33,-5.3,6:12,8.8
2022-01-13,-1.1,2.8,16:34,-3.8,7:08,6.6
2022-01-14,-0.2,5.9,16:35,-6.1,7:11,12
2022-01-15,4.8,10,16:38,0.9,0:50,9.1
2022-01-16,4.8,10.6,14:00,-0.6,23:56,11.2
2022-01-17,1.1,5.9,15:19,-2.6,7:50,8.5
2022-01-18,-0.1,5.3,16:41,-4.4,7:34,9.7
2022-01-19,2.1,7,14:23,-2.1,3:51,9.1
2022-01-20,1.5,8.1,15:11,-3.3,7:16,11.4
2022-01-21,3.9,9.8,12:45,-1,6:52,10.8
2022-01-22,6.7,13.2,12:26,1.8,6:54,11.4
2022-01-23,8.7,12.8,13:38,6,2:08,6.8
2022-01-24,5.7,7.9,0:01,3.6,22:54,4.3
2022-01-25,6.7,10.9,12:14,3.8,0:03,7.1
2022-01-26,5.5,10.1,13:56,2,7:43,8.1
2022-01-27,6.3,11.9,13:58,2.8,7:36,9.1
2022-01-28,4.7,10.1,15:02,0.5,6:23,9.6
2022-01-29,3.3,7.7,16:09,1.1,7:25,6.6
2022-01-30,3.2,9.6,15:53,-1.2,7:38,10.8
2022-01-31,3.6,10.2,15:04,-1.4,6:52,11.6
2022-02-01,3.3,7.8,14:57,0.1,23:59,7.7
2022-02-02,1.7,5.8,15:28,-1.6,7:13,7.4
2022-02-03,2.1,7.2,13:59,-1.7,7:15,8.9
2022-02-04,1.3,7.3,14:11,-2,7:10,9.3
2022-02-05,-1.2,3.4,16:28,-4,7:02,7.4
2022-02-06,0.2,6.8,15:12,-4.6,6:49,11.4
2022-02-07,1.6,6.3,13:48,-2.6,6:14,8.9
2022-02-08,3.6,8.8,15:58,-0.4,7:30,9.2
2022-02-09,6.6,11.6,12:19,1.7,0:57,9.9
2022-02-10,7.6,13,14:35,4.9,6:58,8.1
2022-02-11,6.7,12.3,12:13,2,6:16,10.3
2022-02-12,8.5,14.2,12:06,5.1,0:03,9.1
2022-02-13,8.9,14.5,14:28,6.5,0:53,8
2022-02-14,9,13.7,12:04,6.1,1:49,7.6
2022-02-15,2.6,7.8,14:27,-2.6,23:58,10.4
2022-02-16,-1.7,3.8,14:33,-4.5,23:50,8.3
2022-02-17,-2.4,3.3,15:06,-7.5,7:17,10.8
2022-02-18,4,9.7,14:11,-2.5,2:22,12.2
2022-02-19,5.2,8.7,15:22,2.2,23:58,6.5
2022-02-20,-0.6,3.8,15:44,-3.8,7:10,7.6
2022-02-21,1.4,5.9,13:38,-4.7,6:38,10.6
2022-02-22,1.2,5.3,14:41,-2.3,7:02,7.6
2022-02-23,0,5.4,16:15,-2.5,7:23,7.9
2022-02-24,1.6,8.4,15:08,-4.5,5:35,12.9
2022-02-25,5,11.7,14:53,-0.8,4:55,12.5
2022-02-26,7.7,13,14:25,2.3,7:04,10.7
2022-02-27,6.7,11.2,13:27,2.5,6:50,8.7
2022-02-28,9.8,15.2,12:45,4.6,6:52,10.6
2022-03-01,10.9,15,14:25,8.3,23:59,6.7
2022-03-02,7,13.4,13:51,2,7:03,11.4
2022-03-03,7.8,13.4,14:00,2.5,5:28,10.9
2022-03-04,10.4,14.3,14:32,6,4:30,8.3
2022-03-05,8.7,13.9,13:13,2.8,23:59,11.1
2022-03-06,5,12.2,15:33,-0.8,6:53,13
2022-03-07,7.3,11.5,12:44,3.4,6:26,8.1
2022-03-08,9.6,15.1,12:41,5.5,3:31,9.6
2022-03-09,10.5,16.5,13:09,6.4,6:47,10.1
2022-03-10,11.3,15.4,13:05,6.7,5:57,8.7
2022-03-11,14,18,11:21,10.6,3:02,7.4
2022-03-12,16,20.1,13:16,13.3,4:42,6.8
2022-03-13,15,16.3,0:09,11.1,23:53,5.2
2022-03-14,11.3,12.5,13:18,9.6,4:06,2.9
2022-03-15,11.8,18.3,12:20,7.5,6:06,10.8
2022-03-16,13.1,18.6,11:13,9.1,6:55,9.5
2022-03-17,10.4,12.6,12:16,8,23:29,4.6
2022-03-18,7.3,9.6,12:37,5.3,21:04,4.3
2022-03-19,6.1,9.7,15:14,4.3,4:55,5.4
2022-03-20,7.5,12,12:26,4,2:21,8
2022-03-21,8.9,13.5,12:59,4.9,6:46,8.6
2022-03-22,9.2,15.1,12:08,6.4,23:57,8.7
2022-03-23,9.1,14.9,15:27,5.8,6:45,9.1
2022-03-24,10.2,15.8,13:01,5.9,4:36,9.9
2022-03-25,13.3,17.2,13:32,8.4,2:08,8.8
2022-03-26,13.8,17.1,14:27,10.9,24:00:00,6.2
2022-03-27,13.8,17.9,11:14,10.3,6:14,7.6
2022-03-28,9.6,12.6,12:00,7,6:03,5.6
2022-03-29,11.5,16.4,11:46,6.8,6:11,9.6
2022-03-30,14,16.2,12:12,9.8,0:08,6.4
2022-03-31,11.5,15,10:40,8.4,23:36,6.6
2022-04-01,9.2,13.6,10:46,6.6,5:58,7
2022-04-02,10.4,14.5,11:32,5.6,5:59,8.9
2022-04-03,11.7,17,13:49,7.1,5:21,9.9
2022-04-04,12.3,16.9,11:05,7.7,4:29,9.2
2022-04-05,13.5,17.6,11:23,9.2,5:32,8.4
2022-04-06,14.8,20.9,11:18,11.4,5:59,9.5
2022-04-07,14.8,19.8,12:48,10.9,3:19,8.9
2022-04-08,14.6,18.2,12:07,10.1,6:13,8.1
2022-04-09,16.7,20.6,15:52,12.7,3:30,7.9
2022-04-10,17.8,21.9,12:30,15,6:01,6.9
2022-04-11,17.4,21.3,11:40,15.1,5:40,6.2
2022-04-12,17.9,21.7,14:24,15.6,3:39,6.1
2022-04-13,12.8,16.9,0:01,11,23:54,5.9
2022-04-14,10.9,12.9,16:22,9.9,23:55,3
2022-04-15,12.2,18.5,12:54,9.3,1:16,9.2
2022-04-16,12.1,16.6,12:48,7.6,6:09,9
2022-04-17,14.9,21.7,12:55,9.6,6:18,12.1
2022-04-18,16.8,23,11:52,13.4,0:19,9.6
2022-04-19,17.5,22.1,12:18,13.4,6:00,8.7
2022-04-20,18.9,23.3,11:45,14.8,2:45,8.5
2022-04-21,14.5,17.1,0:58,11.9,23:07,5.2
2022-04-22,16,19.6,14:13,11.5,5:22,8.1
2022-04-23,17.3,20.4,13:51,15.1,6:14,5.3
2022-04-24,17.7,23,12:56,14.4,24:00:00,8.6
2022-04-25,19,23.6,9:15,14.1,0:29,9.5
2022-04-26,17.4,18.8,12:19,15.5,22:20,3.3
2022-04-27,16.5,20.4,10:12,13.1,23:48,7.3
2022-04-28,15.9,20.5,13:46,12,5:25,8.5
2022-04-29,11.2,14.1,0:03,9.4,8:13,4.7
2022-04-30,13.4,17.2,12:34,10.3,4:21,6.9
2022-05-01,14.8,19.1,12:49,11.5,5:50,7.6
2022-05-02,13.8,19.6,12:03,8.6,23:42,11
2022-05-03,13.9,18.4,16:01,8.3,5:36,10.1
2022-05-04,16,20.1,15:22,12.2,5:44,7.9
2022-05-05,17.7,21.2,16:49,13.7,5:26,7.5
2022-05-06,19.4,23.1,13:36,14.8,4:47,8.3
2022-05-07,19.4,25.7,12:09,14.9,23:55,10.8
2022-05-08,15.9,19.3,12:36,13.3,5:18,6
2022-05-09,16.1,20.2,11:40,13.4,2:48,6.8
2022-05-10,16.5,20.1,14:34,13.1,2:25,7
2022-05-11,18.7,23.3,11:00,15,0:46,8.3
2022-05-12,19.3,23.4,12:21,16.7,23:55,6.7
2022-05-13,16.9,19.6,9:24,14.7,23:47,4.9
2022-05-14,18.4,24.3,13:39,14.2,4:03,10.1
2022-05-15,16.6,20.1,14:25,14,6:22,6.1
2022-05-16,17.6,23.1,12:17,13.6,3:40,9.5
2022-05-17,19.3,23.7,10:15,15.7,0:48,8
2022-05-18,20.2,24.5,14:25,16.8,6:06,7.7
2022-05-19,20.5,25.8,14:12,17.1,21:41,8.7
2022-05-20,20.2,24.9,11:44,18.1,3:58,6.8
2022-05-21,20,25.3,9:48,16.9,23:05,8.4
2022-05-22,21.9,26.4,10:15,17.7,0:01,8.7
2022-05-23,21,25.7,13:45,17.5,5:08,8.2
2022-05-24,22.6,27.1,9:57,16.5,4:02,10.6
2022-05-25,21.5,25.4,9:43,17.9,5:22,7.5
2022-05-26,20.4,25,13:24,17.1,22:46,7.9
2022-05-27,22.4,27.2,13:50,17.5,0:01,9.7
2022-05-28,22.6,27,11:49,19.3,5:06,7.7
2022-05-29,22.6,26.6,15:21,19.2,6:13,7.4
2022-05-30,20.7,23.9,15:19,17.2,7:19,6.7
2022-05-31,21.6,27.4,11:25,18.4,23:26,9
2022-06-01,22.2,27.5,9:28,18.5,0:36,9
2022-06-02,20.7,24.5,15:15,18,4:59,6.5
2022-06-03,21.6,26.2,11:19,17.7,5:02,8.5
2022-06-04,20.7,25.1,12:54,17.7,5:18,7.4
2022-06-05,17.8,19.1,13:19,16.4,20:52,2.7
2022-06-06,19,24.1,14:03,16.1,23:52,8
2022-06-07,17.3,21.6,10:42,15,4:55,6.6
2022-06-08,17.5,21,15:27,15,3:14,6
2022-06-09,18.9,23.3,14:42,14.7,5:13,8.6
2022-06-10,20.5,24.9,11:35,16.4,4:32,8.5
2022-06-11,21.1,26.4,14:26,18.3,23:53,8.1
2022-06-12,20.1,24.3,12:36,17.4,3:22,6.9
2022-06-13,19.4,22.4,13:42,17.8,3:52,4.6
2022-06-14,17.3,18.4,0:01,16.8,19:02,1.6
2022-06-15,19.8,23.4,16:20,16.1,4:21,7.3
2022-06-16,22.1,26,13:09,19.8,4:30,6.2
2022-06-17,22.8,25.8,13:49,20.2,3:39,5.6
2022-06-18,23.9,27.2,14:46,22.1,5:03,5.1
2022-06-19,23.5,26.7,12:32,21.1,2:45,5.6
2022-06-20,24.2,27.6,13:06,21.9,3:16,5.7
2022-06-21,25,28.6,14:13,22.7,5:29,5.9
2022-06-22,24.7,28.6,13:32,21.9,5:26,6.7
2022-06-23,23.2,23.9,2:30,22.7,5:25,1.2
2022-06-24,22.9,25.1,15:18,21.4,20:39,3.7
2022-06-25,23.2,26.5,10:44,20.9,4:47,5.6
2022-06-26,24,25.7,10:20,22.5,5:55,3.2
2022-06-27,23.6,24.5,0:01,22.8,20:11,1.7
2022-06-28,23.7,24.7,2:16,23.3,20:51,1.4
2022-06-29,24.1,25,16:39,23,2:40,2
2022-06-30,25.5,28.2,14:09,23.4,5:12,4.8
2022-07-01,25.9,29.9,14:13,21.7,5:37,8.2
2022-07-02,27.4,32.2,13:56,23.8,5:01,8.4
2022-07-03,27.5,31.5,14:13,24.7,0:11,6.8
2022-07-04,27.4,31.1,15:12,25.1,5:32,6
2022-07-05,26.4,30.7,11:53,24.9,20:39,5.8
2022-07-06,27,30.4,14:44,24.5,1:23,5.9
2022-07-07,27.5,30.6,14:27,25.7,3:38,4.9
2022-07-08,26.7,29.5,14:27,25.6,22:21,3.9
2022-07-09,27.6,31.2,10:02,24.6,5:30,6.6
2022-07-10,26.4,29.6,11:16,24.7,6:18,4.9
2022-07-11,24.8,26,9:26,23.5,16:17,2.5
2022-07-12,25.1,28.3,14:16,23.4,3:31,4.9
2022-07-13,24.5,26.7,13:08,22.3,3:31,4.4
2022-07-14,26.8,32.1,14:05,24.2,23:56,7.9
2022-07-15,25.7,30.2,12:54,22.9,4:35,7.3
2022-07-16,26,30.2,13:37,23,0:50,7.2
2022-07-17,26.3,29.4,11:06,23.5,5:31,5.9
2022-07-18,22.8,26.2,0:23,20.1,9:40,6.1
2022-07-19,24.7,27.4,15:22,23.1,0:01,4.3
2022-07-20,26,30.3,11:29,23.3,4:34,7
2022-07-21,26.3,30.1,17:38,23,1:34,7.1
2022-07-22,25.1,29.7,11:57,22,23:30,7.7
2022-07-23,24.6,28.3,12:58,22.1,0:01,6.2
2022-07-24,25.1,28.1,13:14,22.9,7:15,5.2
2022-07-25,25.2,28.6,11:08,23.2,23:39,5.4
2022-07-26,25.7,29.7,12:21,22.6,2:00,7.1
2022-07-27,26.2,30.5,11:54,22.7,5:21,7.8
2022-07-28,26.6,30.8,15:22,24.3,6:47,6.5
2022-07-29,28.5,32.9,16:18,25.2,5:08,7.7
2022-07-30,28.1,30.6,11:47,26.4,3:07,4.2
2022-07-31,27.1,28.3,24:00:00,25.8,5:24,2.5
2022-08-01,27.5,30.5,12:15,26.2,23:28,4.3
2022-08-02,27.1,29.4,13:18,26,4:58,3.4
2022-08-03,27.7,30.4,15:32,25.4,4:09,5
2022-08-04,28.7,31.8,15:10,26.2,4:57,5.6
2022-08-05,29,33.1,13:00,26.6,5:18,6.5
2022-08-06,29.2,32.4,14:56,26.9,4:12,5.5
2022-08-07,29,32.3,13:15,26.8,5:43,5.5
2022-08-08,28.9,31.3,14:27,27.3,3:07,4
2022-08-09,28.6,32,11:48,27,4:04,5
2022-08-10,28.1,30.4,13:26,27.2,21:23,3.2
2022-08-11,27.4,29,9:35,25.6,19:18,3.4
2022-08-12,28.1,31.9,12:19,25.2,22:22,6.7
2022-08-13,27.2,31.4,12:19,23.5,6:01,7.9
2022-08-14,28.3,32.7,12:33,25.1,5:54,7.6
2022-08-15,29,31.5,13:23,26.8,0:52,4.7
2022-08-16,26.1,29.2,9:47,23.8,23:09,5.4
2022-08-17,22.9,24.2,17:46,21.9,12:57,2.3
2022-08-18,24.8,28.9,11:24,21.7,5:16,7.2
2022-08-19,26.6,30.1,13:10,22.5,5:50,7.6
2022-08-20,25.6,27.7,11:35,23.4,21:20,4.3
2022-08-21,26,30.3,11:52,23,23:56,7.3
2022-08-22,25.7,29,10:14,21.2,5:37,7.8
2022-08-23,26.8,31.4,11:51,24.1,22:47,7.3
2022-08-24,22.2,24.2,0:21,20.7,23:49,3.5
2022-08-25,24.5,28.8,13:26,20.4,5:34,8.4
2022-08-26,25,28.7,12:42,22.4,6:23,6.3
2022-08-27,24.6,29.8,14:51,21.2,23:58,8.6
2022-08-28,23,27.2,12:43,19.5,4:16,7.7
2022-08-29,24.3,29.7,13:02,21.1,4:19,8.6
2022-08-30,24,27.2,9:25,22.6,4:13,4.6
2022-08-31,22.6,24.3,4:21,21.2,22:41,3.1
2022-09-01,21.9,23.1,15:25,21,5:35,2.1
2022-09-02,20.9,22.3,12:56,20,17:36,2.3
2022-09-03,22.7,25.1,12:56,20.8,0:01,4.3
2022-09-04,25.8,29.4,15:38,22.5,3:07,6.9
2022-09-05,26.2,27.9,12:36,25.3,17:23,2.6
2022-09-06,24.5,28.3,15:59,21.3,6:37,7
2022-09-07,23.3,28.7,12:41,18.8,5:54,9.9
2022-09-08,22.7,27.4,10:13,19.3,6:28,8.1
2022-09-09,23.1,28,12:05,20,0:34,8
2022-09-10,22.8,26.4,12:45,20.8,3:32,5.6
2022-09-11,23.8,28.6,12:21,21,4:27,7.6
2022-09-12,24.5,28.1,14:51,21.9,5:28,6.2
2022-09-13,24.7,28.4,11:21,22.7,22:55,5.7
2022-09-14,24.3,28.7,13:51,22.1,4:58,6.6
2022-09-15,24.3,28.1,12:45,22.5,20:42,5.6
2022-09-16,25.1,29.2,14:55,22.5,0:11,6.7
2022-09-17,25.8,30.4,10:29,23.2,4:37,7.2
2022-09-18,26.4,31,12:13,23,23:57,8
2022-09-19,24.1,28.8,13:36,19,23:41,9.8
2022-09-20,19.3,23.4,11:30,17.4,23:58,6
2022-09-21,18.9,23.4,13:05,15.4,6:02,8
2022-09-22,20.3,24.8,13:20,17.1,5:07,7.7
2022-09-23,22.4,26.8,13:41,18.9,24:00:00,7.9
2022-09-24,20,25.6,14:05,15.7,5:15,9.9
2022-09-25,20.3,22.6,12:28,18.5,5:09,4.1
2022-09-26,20.5,24.2,12:47,18.8,5:59,5.4
2022-09-27,21.6,26.6,15:32,19.1,5:02,7.5
2022-09-28,21.8,27.7,12:25,19.1,5:47,8.6
2022-09-29,22.6,27.2,12:26,18.6,6:39,8.6
2022-09-30,22.1,26.9,11:02,18.4,6:18,8.5
2022-10-01,23.4,30.8,13:33,18.5,6:12,12.3
2022-10-02,23.9,28.3,14:47,20,4:41,8.3
2022-10-03,24.2,25.3,10:59,23.2,0:01,2.1
2022-10-04,21.8,24.9,14:32,16.7,23:38,8.2
2022-10-05,18.3,22.6,13:19,16,6:13,6.6
2022-10-06,18.1,20.2,14:29,16.5,6:20,3.7
2022-10-07,17.2,23.4,13:34,14.9,22:26,8.5
2022-10-08,17.2,21.8,10:53,14.3,5:01,7.5
2022-10-09,17.3,19.8,15:02,14.9,22:39,4.9
2022-10-10,14.8,19.1,14:33,11.6,23:40,7.5
2022-10-11,14.7,21.1,13:41,10.7,5:26,10.4
2022-10-12,17.1,22.8,14:01,11.2,5:02,11.6
2022-10-13,19,23.5,14:56,16.3,23:49,7.2
2022-10-14,19,24.8,13:16,15.5,3:45,9.3
2022-10-15,19.7,25,12:45,16.5,2:30,8.5
2022-10-16,20.4,26.1,12:26,16.7,4:46,9.4
2022-10-17,18.1,24.8,13:14,10.9,23:47,13.9
2022-10-18,13.2,20.1,14:38,8.8,5:41,11.3
2022-10-19,13,20.4,14:09,8.1,6:01,12.3
2022-10-20,15.9,21.7,13:43,10.9,0:37,10.8
2022-10-21,17.9,22.1,12:53,13.8,3:22,8.3
2022-10-22,19.2,24.3,14:02,16.9,6:42,7.4
2022-10-23,17,22.8,13:45,13.5,23:44,9.3
2022-10-24,13.8,19.1,14:17,10.7,23:55,8.4
2022-10-25,13.7,19,12:55,9.8,5:55,9.2
2022-10-26,15.9,21.6,13:05,10.7,6:33,10.9
2022-10-27,17.6,23.5,14:22,14.5,23:16,9
2022-10-28,17.2,23,12:57,13.3,5:16,9.7
2022-10-29,15.7,21,11:04,13.5,6:41,7.5
2022-10-30,14.8,18.8,14:31,12.9,23:47,5.9
2022-10-31,15.9,21.1,14:49,12.2,6:45,8.9
2022-11-01,17,23,12:17,12.5,6:57,10.5
2022-11-02,16.7,23.1,12:58,12.3,5:54,10.8
2022-11-03,16.4,22.8,13:48,11.9,6:54,10.9
2022-11-04,11.6,16.8,15:19,7.5,23:57,9.3
2022-11-05,10.6,17.4,14:47,5.5,5:37,11.9
2022-11-06,12.2,18.6,12:30,7.5,6:20,11.1
2022-11-07,14,19.8,14:17,9.3,6:51,10.5
2022-11-08,15.4,22.4,13:47,10.6,6:49,11.8
2022-11-09,15.2,20.7,12:58,10.4,6:15,10.3
2022-11-10,16.9,23.7,13:51,12.9,7:07,10.8
2022-11-11,17.5,22.1,12:29,14.5,0:48,7.6
2022-11-12,19.1,24.2,12:20,14.2,6:17,10
2022-11-13,17.8,22.9,11:54,12.9,23:34,10
2022-11-14,12.8,16.3,13:17,10.2,23:58,6.1
2022-11-15,11.3,16.5,15:00,7,5:37,9.5
2022-11-16,12.8,18.2,14:11,8.9,1:54,9.3
2022-11-17,12.8,18.6,14:03,10.1,7:45,8.5
2022-11-18,14.4,20.6,13:09,9.4,5:59,11.2
2022-11-19,16.1,21.1,13:07,12.5,3:15,8.6
2022-11-20,15.3,18.7,10:38,13.4,23:45,5.3
2022-11-21,15.4,20.1,12:27,11.3,7:09,8.8
2022-11-22,14.6,17.5,14:01,12.9,23:27,4.6
2022-11-23,14.6,19.9,14:47,12,6:00,7.9
2022-11-24,12.9,19.1,14:02,10.2,7:02,8.9
2022-11-25,14.3,19.2,11:30,9.7,4:21,9.5
2022-11-26,15,19.9,14:29,11.3,23:58,8.6
2022-11-27,13.6,18.6,13:04,8.9,7:18,9.7
2022-11-28,17.9,21.9,12:48,13.2,6:18,8.7
2022-11-29,14.9,19.8,1:07,9.3,23:56,10.5
2022-11-30,2.7,9.3,0:01,-0.8,23:50,10.1
2022-12-01,0.7,5,14:29,-1.9,1:55,6.9
2022-12-02,2.3,7.4,16:11,-1.6,7:05,9
2022-12-03,7,9.9,14:49,2.7,0:02,7.2
2022-12-04,6.5,9.7,11:52,3.5,23:48,6.2
2022-12-05,3.5,9.7,13:53,0.4,23:55,9.3
2022-12-06,4.1,9.3,14:47,-0.4,6:12,9.7
2022-12-07,7.2,11.3,14:28,4.1,0:01,7.2
2022-12-08,7.8,13.3,14:44,4.2,3:41,9.1
2022-12-09,9.5,16.4,14:09,6.3,5:45,10.1
2022-12-10,9.3,15.3,11:52,5.1,7:21,10.2
2022-12-11,7.6,12.3,14:31,5.2,7:56,7.1
2022-12-12,8,12.8,15:07,5.2,22:08,7.6
2022-12-13,6.4,10.2,13:31,4.3,23:53,5.9
2022-12-14,-0.4,4.3,0:01,-3.6,23:14,7.9
2022-12-15,1.6,6.1,15:24,-4.4,6:51,10.5
2022-12-16,3.6,7.8,14:51,1.2,23:39,6.6
2022-12-17,0.4,5.1,13:10,-4,23:54,9.1
2022-12-18,-3.5,1.5,14:27,-6.5,7:03,8
2022-12-19,-0.6,4.5,14:55,-5.6,2:40,10.1
2022-12-20,3,7.6,14:15,-0.8,3:39,8.4
2022-12-21,4.5,8.7,15:43,2.1,23:31,6.6
2022-12-22,0,3.5,11:07,-4.2,23:16,7.7
2022-12-23,-3.7,0.3,13:47,-5.9,7:02,6.2
2022-12-24,-2,3,13:45,-6.5,7:25,9.5
2022-12-25,1.7,7.3,14:41,-1.7,6:08,9
2022-12-26,2.9,7.7,14:44,-0.8,4:42,8.5
2022-12-27,3.8,9.9,14:21,-0.2,5:50,10.1
2022-12-28,2.9,8.7,14:52,0.1,4:49,8.6
2022-12-29,1.8,7,15:21,-2,7:42,9
2022-12-30,2.4,7.4,14:19,-1.6,5:35,9
2022-12-31,2.6,7.7,15:01,-1,7:35,8.7
